event_id,learner_id,course_id,activity_date,days_since_enrollment,returned_flag
R019153,L03836,C009,2025-01-15,1,0
R019154,L03836,C009,2025-01-21,7,0
R019155,L03836,C009,2025-01-28,14,0
R019156,L03836,C009,2025-02-13,30,0
R019157,L00665,C006,2025-11-01,1,0
R019158,L00665,C006,2025-11-07,7,0
R019159,L00665,C006,2025-11-14,14,0
R019160,L00665,C006,2025-11-30,30,0
R019161,L01835,C005,2024-05-29,1,1
R019162,L01835,C005,2024-06-04,7,1
R019163,L01835,C005,2024-06-11,14,0
R019164,L01835,C005,2024-06-27,30,1
R019165,L01978,C006,2025-08-13,1,0
R019166,L01978,C006,2025-08-19,7,0
R019167,L01978,C006,2025-08-26,14,0
R019168,L01978,C006,2025-09-11,30,0
R019169,L01277,C007,2024-05-15,1,0
R019170,L01277,C007,2024-05-21,7,0
R019171,L01277,C007,2024-05-28,14,0
R019172,L01277,C007,2024-06-13,30,0
R019173,L01532,C010,2025-04-25,1,0
R019174,L01532,C010,2025-05-01,7,0
R019175,L01532,C010,2025-05-08,14,0
R019176,L01532,C010,2025-05-24,30,0
R019177,L03333,C006,2025-08-11,1,0
R019178,L03333,C006,2025-08-17,7,0
R019179,L03333,C006,2025-08-24,14,0
R019180,L03333,C006,2025-09-09,30,0
R019181,L01317,C003,2025-08-17,1,0
R019182,L01317,C003,2025-08-23,7,0
R019183,L01317,C003,2025-08-30,14,0
R019184,L01317,C003,2025-09-15,30,0
R019185,L00738,C005,2025-02-11,1,0
R019186,L00738,C005,2025-02-17,7,0
R019187,L00738,C005,2025-02-24,14,0
R019188,L00738,C005,2025-03-12,30,0
R019189,L03884,C003,2024-08-18,1,0
R019190,L03884,C003,2024-08-24,7,0
R019191,L03884,C003,2024-08-31,14,0
R019192,L03884,C003,2024-09-16,30,0
R019193,L02203,C008,2025-06-08,1,0
R019194,L02203,C008,2025-06-14,7,0
R019195,L02203,C008,2025-06-21,14,0
R019196,L02203,C008,2025-07-07,30,0
R019197,L03029,C006,2024-10-06,1,0
R019198,L03029,C006,2024-10-12,7,0
R019199,L03029,C006,2024-10-19,14,0
R019200,L03029,C006,2024-11-04,30,0
R019201,L03082,C003,2025-09-25,1,1
R019202,L03082,C003,2025-10-01,7,1
R019203,L03082,C003,2025-10-08,14,1
R019204,L03082,C003,2025-10-24,30,0
R019205,L02247,C009,2025-04-30,1,0
R019206,L02247,C009,2025-05-06,7,0
R019207,L02247,C009,2025-05-13,14,0
R019208,L02247,C009,2025-05-29,30,0
R019209,L02820,C006,2024-04-08,1,0
R019210,L02820,C006,2024-04-14,7,0
R019211,L02820,C006,2024-04-21,14,0
R019212,L02820,C006,2024-05-07,30,0
R019213,L02488,C005,2025-02-18,1,1
R019214,L02488,C005,2025-02-24,7,1
R019215,L02488,C005,2025-03-03,14,1
R019216,L02488,C005,2025-03-19,30,1
R019217,L03859,C003,2025-05-01,1,1
R019218,L03859,C003,2025-05-07,7,1
R019219,L03859,C003,2025-05-14,14,1
R019220,L03859,C003,2025-05-30,30,1
R019221,L03360,C002,2025-01-31,1,1
R019222,L03360,C002,2025-02-06,7,0
R019223,L03360,C002,2025-02-13,14,1
R019224,L03360,C002,2025-03-01,30,1
R019225,L00589,C008,2025-12-09,1,1
R019226,L00589,C008,2025-12-15,7,1
R019227,L00589,C008,2025-12-22,14,0
R019228,L00589,C008,2026-01-07,30,1
R019229,L00261,C009,2025-05-14,1,0
R019230,L00261,C009,2025-05-20,7,0
R019231,L00261,C009,2025-05-27,14,0
R019232,L00261,C009,2025-06-12,30,0
R019233,L02266,C006,2025-05-26,1,1
R019234,L02266,C006,2025-06-01,7,1
R019235,L02266,C006,2025-06-08,14,1
R019236,L02266,C006,2025-06-24,30,1
R019237,L03756,C003,2025-05-30,1,0
R019238,L03756,C003,2025-06-05,7,0
R019239,L03756,C003,2025-06-12,14,0
R019240,L03756,C003,2025-06-28,30,0
R019241,L03815,C002,2024-06-11,1,1
R019242,L03815,C002,2024-06-17,7,1
R019243,L03815,C002,2024-06-24,14,1
R019244,L03815,C002,2024-07-10,30,1
R019245,L02007,C003,2024-11-24,1,1
R019246,L02007,C003,2024-11-30,7,1
R019247,L02007,C003,2024-12-07,14,1
R019248,L02007,C003,2024-12-23,30,1
R019249,L00302,C008,2025-10-12,1,1
R019250,L00302,C008,2025-10-18,7,1
R019251,L00302,C008,2025-10-25,14,0
R019252,L00302,C008,2025-11-10,30,1
R019253,L02757,C008,2025-05-02,1,1
R019254,L02757,C008,2025-05-08,7,1
R019255,L02757,C008,2025-05-15,14,0
R019256,L02757,C008,2025-05-31,30,1
R019257,L03338,C005,2024-12-13,1,0
R019258,L03338,C005,2024-12-19,7,1
R019259,L03338,C005,2024-12-26,14,1
R019260,L03338,C005,2025-01-11,30,1
R019261,L02240,C005,2025-03-17,1,1
R019262,L02240,C005,2025-03-23,7,1
R019263,L02240,C005,2025-03-30,14,0
R019264,L02240,C005,2025-04-15,30,1
R019265,L03997,C009,2025-07-18,1,0
R019266,L03997,C009,2025-07-24,7,0
R019267,L03997,C009,2025-07-31,14,0
R019268,L03997,C009,2025-08-16,30,0
R019269,L00388,C010,2024-05-06,1,1
R019270,L00388,C010,2024-05-12,7,1
R019271,L00388,C010,2024-05-19,14,1
R019272,L00388,C010,2024-06-04,30,0
R019273,L03823,C010,2024-05-23,1,1
R019274,L03823,C010,2024-05-29,7,1
R019275,L03823,C010,2024-06-05,14,1
R019276,L03823,C010,2024-06-21,30,0
R019277,L03692,C001,2025-09-22,1,0
R019278,L03692,C001,2025-09-28,7,0
R019279,L03692,C001,2025-10-05,14,0
R019280,L03692,C001,2025-10-21,30,0
R019281,L01954,C005,2025-05-06,1,1
R019282,L01954,C005,2025-05-12,7,1
R019283,L01954,C005,2025-05-19,14,0
R019284,L01954,C005,2025-06-04,30,1
R019285,L00344,C002,2024-07-17,1,0
R019286,L00344,C002,2024-07-23,7,0
R019287,L00344,C002,2024-07-30,14,0
R019288,L00344,C002,2024-08-15,30,0
R019289,L01187,C009,2024-12-02,1,0
R019290,L01187,C009,2024-12-08,7,0
R019291,L01187,C009,2024-12-15,14,0
R019292,L01187,C009,2024-12-31,30,0
R019293,L03340,C005,2025-03-23,1,1
R019294,L03340,C005,2025-03-29,7,1
R019295,L03340,C005,2025-04-05,14,1
R019296,L03340,C005,2025-04-21,30,1
R019297,L02887,C003,2025-11-08,1,0
R019298,L02887,C003,2025-11-14,7,0
R019299,L02887,C003,2025-11-21,14,0
R019300,L02887,C003,2025-12-07,30,0
R019301,L00372,C004,2024-06-11,1,0
R019302,L00372,C004,2024-06-17,7,0
R019303,L00372,C004,2024-06-24,14,0
R019304,L00372,C004,2024-07-10,30,0
R019305,L01676,C010,2025-02-09,1,0
R019306,L01676,C010,2025-02-15,7,1
R019307,L01676,C010,2025-02-22,14,1
R019308,L01676,C010,2025-03-10,30,0
R019309,L00410,C007,2024-10-18,1,1
R019310,L00410,C007,2024-10-24,7,1
R019311,L00410,C007,2024-10-31,14,1
R019312,L00410,C007,2024-11-16,30,1
R019313,L00062,C009,2025-10-23,1,0
R019314,L00062,C009,2025-10-29,7,0
R019315,L00062,C009,2025-11-05,14,0
R019316,L00062,C009,2025-11-21,30,0
R019317,L02832,C001,2025-12-25,1,1
R019318,L02832,C001,2025-12-31,7,1
R019319,L02832,C001,2026-01-07,14,1
R019320,L02832,C001,2026-01-23,30,1
R019321,L00479,C006,2025-09-04,1,0
R019322,L00479,C006,2025-09-10,7,1
R019323,L00479,C006,2025-09-17,14,0
R019324,L00479,C006,2025-10-03,30,0
R019325,L03093,C001,2024-09-19,1,0
R019326,L03093,C001,2024-09-25,7,0
R019327,L03093,C001,2024-10-02,14,0
R019328,L03093,C001,2024-10-18,30,0
R019329,L00681,C010,2025-11-30,1,1
R019330,L00681,C010,2025-12-06,7,1
R019331,L00681,C010,2025-12-13,14,1
R019332,L00681,C010,2025-12-29,30,1
R019333,L00895,C009,2025-05-07,1,0
R019334,L00895,C009,2025-05-13,7,0
R019335,L00895,C009,2025-05-20,14,0
R019336,L00895,C009,2025-06-05,30,0
R019337,L03330,C003,2025-08-21,1,0
R019338,L03330,C003,2025-08-27,7,0
R019339,L03330,C003,2025-09-03,14,0
R019340,L03330,C003,2025-09-19,30,0
R019341,L01444,C009,2025-02-18,1,0
R019342,L01444,C009,2025-02-24,7,0
R019343,L01444,C009,2025-03-03,14,0
R019344,L01444,C009,2025-03-19,30,0
R019345,L02115,C004,2025-01-19,1,1
R019346,L02115,C004,2025-01-25,7,1
R019347,L02115,C004,2025-02-01,14,1
R019348,L02115,C004,2025-02-17,30,1
R019349,L00720,C003,2025-11-11,1,0
R019350,L00720,C003,2025-11-17,7,0
R019351,L00720,C003,2025-11-24,14,0
R019352,L00720,C003,2025-12-10,30,0
R019353,L00737,C010,2024-10-19,1,1
R019354,L00737,C010,2024-10-25,7,1
R019355,L00737,C010,2024-11-01,14,1
R019356,L00737,C010,2024-11-17,30,1
R019357,L00623,C007,2025-06-20,1,0
R019358,L00623,C007,2025-06-26,7,0
R019359,L00623,C007,2025-07-03,14,0
R019360,L00623,C007,2025-07-19,30,0
R019361,L03620,C010,2025-04-19,1,1
R019362,L03620,C010,2025-04-25,7,1
R019363,L03620,C010,2025-05-02,14,1
R019364,L03620,C010,2025-05-18,30,1
R019365,L03215,C010,2024-10-19,1,1
R019366,L03215,C010,2024-10-25,7,1
R019367,L03215,C010,2024-11-01,14,1
R019368,L03215,C010,2024-11-17,30,1
R019369,L01121,C010,2025-12-18,1,1
R019370,L01121,C010,2025-12-24,7,1
R019371,L01121,C010,2025-12-31,14,1
R019372,L01121,C010,2026-01-16,30,1
R019373,L03220,C004,2024-06-10,1,1
R019374,L03220,C004,2024-06-16,7,1
R019375,L03220,C004,2024-06-23,14,1
R019376,L03220,C004,2024-07-09,30,1
R019377,L03690,C001,2024-07-02,1,1
R019378,L03690,C001,2024-07-08,7,1
R019379,L03690,C001,2024-07-15,14,1
R019380,L03690,C001,2024-07-31,30,1
R019381,L01979,C001,2025-01-05,1,1
R019382,L01979,C001,2025-01-11,7,1
R019383,L01979,C001,2025-01-18,14,1
R019384,L01979,C001,2025-02-03,30,1
R019385,L00181,C005,2024-05-22,1,1
R019386,L00181,C005,2024-05-28,7,1
R019387,L00181,C005,2024-06-04,14,1
R019388,L00181,C005,2024-06-20,30,1
R019389,L04145,C009,2024-02-25,1,0
R019390,L04145,C009,2024-03-02,7,0
R019391,L04145,C009,2024-03-09,14,0
R019392,L04145,C009,2024-03-25,30,0
R019393,L03794,C005,2025-12-27,1,1
R019394,L03794,C005,2026-01-02,7,1
R019395,L03794,C005,2026-01-09,14,1
R019396,L03794,C005,2026-01-25,30,1
R019397,L00430,C001,2024-05-27,1,1
R019398,L00430,C001,2024-06-02,7,1
R019399,L00430,C001,2024-06-09,14,1
R019400,L00430,C001,2024-06-25,30,1
R019401,L03787,C003,2024-11-14,1,0
R019402,L03787,C003,2024-11-20,7,0
R019403,L03787,C003,2024-11-27,14,0
R019404,L03787,C003,2024-12-13,30,0
R019405,L01369,C006,2025-04-18,1,1
R019406,L01369,C006,2025-04-24,7,1
R019407,L01369,C006,2025-05-01,14,1
R019408,L01369,C006,2025-05-17,30,1
R019409,L01791,C008,2024-06-01,1,0
R019410,L01791,C008,2024-06-07,7,0
R019411,L01791,C008,2024-06-14,14,0
R019412,L01791,C008,2024-06-30,30,0
R019413,L00461,C009,2024-12-23,1,1
R019414,L00461,C009,2024-12-29,7,1
R019415,L00461,C009,2025-01-05,14,0
R019416,L00461,C009,2025-01-21,30,1
R019417,L00622,C007,2024-05-28,1,0
R019418,L00622,C007,2024-06-03,7,0
R019419,L00622,C007,2024-06-10,14,0
R019420,L00622,C007,2024-06-26,30,0
R019421,L00265,C010,2024-05-24,1,1
R019422,L00265,C010,2024-05-30,7,1
R019423,L00265,C010,2024-06-06,14,1
R019424,L00265,C010,2024-06-22,30,1
R019425,L01039,C008,2024-11-16,1,0
R019426,L01039,C008,2024-11-22,7,0
R019427,L01039,C008,2024-11-29,14,0
R019428,L01039,C008,2024-12-15,30,0
R019429,L00530,C008,2025-10-24,1,1
R019430,L00530,C008,2025-10-30,7,1
R019431,L00530,C008,2025-11-06,14,1
R019432,L00530,C008,2025-11-22,30,0
R019433,L02585,C007,2025-06-18,1,0
R019434,L02585,C007,2025-06-24,7,0
R019435,L02585,C007,2025-07-01,14,0
R019436,L02585,C007,2025-07-17,30,0
R019437,L00809,C005,2024-05-05,1,0
R019438,L00809,C005,2024-05-11,7,0
R019439,L00809,C005,2024-05-18,14,0
R019440,L00809,C005,2024-06-03,30,0
R019441,L04065,C004,2025-08-24,1,1
R019442,L04065,C004,2025-08-30,7,1
R019443,L04065,C004,2025-09-06,14,1
R019444,L04065,C004,2025-09-22,30,1
R019445,L04120,C007,2024-07-19,1,0
R019446,L04120,C007,2024-07-25,7,0
R019447,L04120,C007,2024-08-01,14,0
R019448,L04120,C007,2024-08-17,30,0
R019449,L02584,C009,2025-06-07,1,0
R019450,L02584,C009,2025-06-13,7,0
R019451,L02584,C009,2025-06-20,14,0
R019452,L02584,C009,2025-07-06,30,0
R019453,L01580,C005,2024-08-08,1,1
R019454,L01580,C005,2024-08-14,7,1
R019455,L01580,C005,2024-08-21,14,1
R019456,L01580,C005,2024-09-06,30,0
R019457,L04087,C009,2025-05-02,1,0
R019458,L04087,C009,2025-05-08,7,0
R019459,L04087,C009,2025-05-15,14,1
R019460,L04087,C009,2025-05-31,30,0
R019461,L02690,C009,2025-12-05,1,0
R019462,L02690,C009,2025-12-11,7,0
R019463,L02690,C009,2025-12-18,14,0
R019464,L02690,C009,2026-01-03,30,0
R019465,L02336,C003,2024-09-07,1,0
R019466,L02336,C003,2024-09-13,7,0
R019467,L02336,C003,2024-09-20,14,0
R019468,L02336,C003,2024-10-06,30,0
R019469,L00575,C006,2024-09-03,1,0
R019470,L00575,C006,2024-09-09,7,0
R019471,L00575,C006,2024-09-16,14,0
R019472,L00575,C006,2024-10-02,30,0
R019473,L02337,C004,2025-03-24,1,1
R019474,L02337,C004,2025-03-30,7,1
R019475,L02337,C004,2025-04-06,14,1
R019476,L02337,C004,2025-04-22,30,1
R019477,L01105,C005,2024-11-27,1,0
R019478,L01105,C005,2024-12-03,7,0
R019479,L01105,C005,2024-12-10,14,0
R019480,L01105,C005,2024-12-26,30,0
R019481,L03721,C003,2024-12-31,1,1
R019482,L03721,C003,2025-01-06,7,1
R019483,L03721,C003,2025-01-13,14,0
R019484,L03721,C003,2025-01-29,30,1
R019485,L01512,C006,2025-12-28,1,1
R019486,L01512,C006,2026-01-03,7,0
R019487,L01512,C006,2026-01-10,14,0
R019488,L01512,C006,2026-01-26,30,0
R019489,L02997,C005,2025-11-24,1,0
R019490,L02997,C005,2025-11-30,7,0
R019491,L02997,C005,2025-12-07,14,0
R019492,L02997,C005,2025-12-23,30,0
R019493,L00574,C004,2025-04-15,1,0
R019494,L00574,C004,2025-04-21,7,0
R019495,L00574,C004,2025-04-28,14,0
R019496,L00574,C004,2025-05-14,30,0
R019497,L01645,C010,2024-12-02,1,0
R019498,L01645,C010,2024-12-08,7,0
R019499,L01645,C010,2024-12-15,14,0
R019500,L01645,C010,2024-12-31,30,0
R019501,L02918,C008,2025-08-27,1,1
R019502,L02918,C008,2025-09-02,7,1
R019503,L02918,C008,2025-09-09,14,1
R019504,L02918,C008,2025-09-25,30,1
R019505,L00080,C006,2024-09-24,1,1
R019506,L00080,C006,2024-09-30,7,1
R019507,L00080,C006,2024-10-07,14,0
R019508,L00080,C006,2024-10-23,30,1
R019509,L03060,C004,2024-12-16,1,0
R019510,L03060,C004,2024-12-22,7,0
R019511,L03060,C004,2024-12-29,14,0
R019512,L03060,C004,2025-01-14,30,0
R019513,L01941,C001,2024-11-08,1,0
R019514,L01941,C001,2024-11-14,7,0
R019515,L01941,C001,2024-11-21,14,0
R019516,L01941,C001,2024-12-07,30,0
R019517,L01052,C002,2025-06-01,1,0
R019518,L01052,C002,2025-06-07,7,0
R019519,L01052,C002,2025-06-14,14,0
R019520,L01052,C002,2025-06-30,30,0
R019521,L02942,C007,2025-04-14,1,1
R019522,L02942,C007,2025-04-20,7,0
R019523,L02942,C007,2025-04-27,14,1
R019524,L02942,C007,2025-05-13,30,0
R019525,L02367,C002,2025-10-21,1,1
R019526,L02367,C002,2025-10-27,7,1
R019527,L02367,C002,2025-11-03,14,1
R019528,L02367,C002,2025-11-19,30,0
R019529,L03494,C009,2025-12-26,1,0
R019530,L03494,C009,2026-01-01,7,1
R019531,L03494,C009,2026-01-08,14,1
R019532,L03494,C009,2026-01-24,30,0
R019533,L01350,C006,2024-12-22,1,0
R019534,L01350,C006,2024-12-28,7,0
R019535,L01350,C006,2025-01-04,14,0
R019536,L01350,C006,2025-01-20,30,0
R019537,L01266,C001,2025-08-01,1,0
R019538,L01266,C001,2025-08-07,7,0
R019539,L01266,C001,2025-08-14,14,0
R019540,L01266,C001,2025-08-30,30,0
R019541,L01918,C007,2024-12-20,1,0
R019542,L01918,C007,2024-12-26,7,0
R019543,L01918,C007,2025-01-02,14,0
R019544,L01918,C007,2025-01-18,30,0
R019545,L03178,C004,2025-01-18,1,0
R019546,L03178,C004,2025-01-24,7,1
R019547,L03178,C004,2025-01-31,14,1
R019548,L03178,C004,2025-02-16,30,1
R019549,L02409,C007,2024-09-09,1,0
R019550,L02409,C007,2024-09-15,7,0
R019551,L02409,C007,2024-09-22,14,0
R019552,L02409,C007,2024-10-08,30,0
R019553,L01533,C001,2025-05-22,1,0
R019554,L01533,C001,2025-05-28,7,0
R019555,L01533,C001,2025-06-04,14,0
R019556,L01533,C001,2025-06-20,30,0
R019557,L01802,C005,2024-03-22,1,1
R019558,L01802,C005,2024-03-28,7,1
R019559,L01802,C005,2024-04-04,14,1
R019560,L01802,C005,2024-04-20,30,1
R019561,L00062,C002,2025-11-08,1,1
R019562,L00062,C002,2025-11-14,7,1
R019563,L00062,C002,2025-11-21,14,1
R019564,L00062,C002,2025-12-07,30,1
R019565,L03560,C006,2025-12-24,1,0
R019566,L03560,C006,2025-12-30,7,0
R019567,L03560,C006,2026-01-06,14,0
R019568,L03560,C006,2026-01-22,30,0
R019569,L00213,C006,2025-09-20,1,1
R019570,L00213,C006,2025-09-26,7,1
R019571,L00213,C006,2025-10-03,14,1
R019572,L00213,C006,2025-10-19,30,1
R019573,L00167,C010,2025-12-23,1,1
R019574,L00167,C010,2025-12-29,7,1
R019575,L00167,C010,2026-01-05,14,1
R019576,L00167,C010,2026-01-21,30,1
R019577,L01352,C001,2024-04-09,1,1
R019578,L01352,C001,2024-04-15,7,1
R019579,L01352,C001,2024-04-22,14,1
R019580,L01352,C001,2024-05-08,30,1
R019581,L04196,C001,2025-01-29,1,1
R019582,L04196,C001,2025-02-04,7,1
R019583,L04196,C001,2025-02-11,14,1
R019584,L04196,C001,2025-02-27,30,1
R019585,L02858,C001,2025-06-14,1,0
R019586,L02858,C001,2025-06-20,7,0
R019587,L02858,C001,2025-06-27,14,0
R019588,L02858,C001,2025-07-13,30,0
R019589,L03139,C007,2025-09-20,1,1
R019590,L03139,C007,2025-09-26,7,0
R019591,L03139,C007,2025-10-03,14,0
R019592,L03139,C007,2025-10-19,30,0
R019593,L02245,C002,2024-04-26,1,1
R019594,L02245,C002,2024-05-02,7,1
R019595,L02245,C002,2024-05-09,14,0
R019596,L02245,C002,2024-05-25,30,0
R019597,L02683,C002,2024-12-04,1,1
R019598,L02683,C002,2024-12-10,7,1
R019599,L02683,C002,2024-12-17,14,0
R019600,L02683,C002,2025-01-02,30,1
R019601,L02375,C008,2025-12-28,1,0
R019602,L02375,C008,2026-01-03,7,0
R019603,L02375,C008,2026-01-10,14,0
R019604,L02375,C008,2026-01-26,30,0
R019605,L02869,C001,2025-11-30,1,0
R019606,L02869,C001,2025-12-06,7,0
R019607,L02869,C001,2025-12-13,14,0
R019608,L02869,C001,2025-12-29,30,0
R019609,L02511,C009,2025-02-27,1,1
R019610,L02511,C009,2025-03-05,7,1
R019611,L02511,C009,2025-03-12,14,0
R019612,L02511,C009,2025-03-28,30,0
R019613,L02693,C010,2024-12-11,1,1
R019614,L02693,C010,2024-12-17,7,1
R019615,L02693,C010,2024-12-24,14,1
R019616,L02693,C010,2025-01-09,30,1
R019617,L00741,C005,2025-12-20,1,1
R019618,L00741,C005,2025-12-26,7,1
R019619,L00741,C005,2026-01-02,14,1
R019620,L00741,C005,2026-01-18,30,1
R019621,L03566,C001,2024-05-13,1,0
R019622,L03566,C001,2024-05-19,7,0
R019623,L03566,C001,2024-05-26,14,0
R019624,L03566,C001,2024-06-11,30,0
R019625,L00481,C007,2025-03-08,1,0
R019626,L00481,C007,2025-03-14,7,0
R019627,L00481,C007,2025-03-21,14,0
R019628,L00481,C007,2025-04-06,30,0
R019629,L01702,C009,2025-06-07,1,1
R019630,L01702,C009,2025-06-13,7,1
R019631,L01702,C009,2025-06-20,14,0
R019632,L01702,C009,2025-07-06,30,1
R019633,L03737,C005,2025-05-17,1,0
R019634,L03737,C005,2025-05-23,7,0
R019635,L03737,C005,2025-05-30,14,0
R019636,L03737,C005,2025-06-15,30,0
R019637,L02932,C002,2025-11-17,1,0
R019638,L02932,C002,2025-11-23,7,0
R019639,L02932,C002,2025-11-30,14,0
R019640,L02932,C002,2025-12-16,30,0
R019641,L03205,C003,2024-04-27,1,1
R019642,L03205,C003,2024-05-03,7,1
R019643,L03205,C003,2024-05-10,14,1
R019644,L03205,C003,2024-05-26,30,1
R019645,L00390,C007,2024-11-15,1,1
R019646,L00390,C007,2024-11-21,7,0
R019647,L00390,C007,2024-11-28,14,1
R019648,L00390,C007,2024-12-14,30,1
R019649,L02693,C006,2024-10-23,1,0
R019650,L02693,C006,2024-10-29,7,0
R019651,L02693,C006,2024-11-05,14,0
R019652,L02693,C006,2024-11-21,30,0
R019653,L02703,C007,2024-12-30,1,1
R019654,L02703,C007,2025-01-05,7,1
R019655,L02703,C007,2025-01-12,14,0
R019656,L02703,C007,2025-01-28,30,0
R019657,L03300,C010,2025-08-29,1,1
R019658,L03300,C010,2025-09-04,7,1
R019659,L03300,C010,2025-09-11,14,1
R019660,L03300,C010,2025-09-27,30,1
R019661,L03009,C003,2024-06-01,1,0
R019662,L03009,C003,2024-06-07,7,0
R019663,L03009,C003,2024-06-14,14,0
R019664,L03009,C003,2024-06-30,30,0
R019665,L03381,C010,2024-10-31,1,1
R019666,L03381,C010,2024-11-06,7,1
R019667,L03381,C010,2024-11-13,14,1
R019668,L03381,C010,2024-11-29,30,1
R019669,L02475,C004,2025-06-08,1,1
R019670,L02475,C004,2025-06-14,7,1
R019671,L02475,C004,2025-06-21,14,1
R019672,L02475,C004,2025-07-07,30,1
R019673,L00556,C002,2024-12-04,1,1
R019674,L00556,C002,2024-12-10,7,1
R019675,L00556,C002,2024-12-17,14,1
R019676,L00556,C002,2025-01-02,30,0
R019677,L00842,C003,2025-06-14,1,0
R019678,L00842,C003,2025-06-20,7,0
R019679,L00842,C003,2025-06-27,14,0
R019680,L00842,C003,2025-07-13,30,0
R019681,L01247,C009,2024-10-25,1,0
R019682,L01247,C009,2024-10-31,7,0
R019683,L01247,C009,2024-11-07,14,1
R019684,L01247,C009,2024-11-23,30,0
R019685,L00991,C006,2025-05-30,1,1
R019686,L00991,C006,2025-06-05,7,0
R019687,L00991,C006,2025-06-12,14,0
R019688,L00991,C006,2025-06-28,30,0
R019689,L02597,C010,2024-02-17,1,0
R019690,L02597,C010,2024-02-23,7,0
R019691,L02597,C010,2024-03-01,14,0
R019692,L02597,C010,2024-03-17,30,0
R019693,L02427,C006,2025-10-20,1,0
R019694,L02427,C006,2025-10-26,7,0
R019695,L02427,C006,2025-11-02,14,0
R019696,L02427,C006,2025-11-18,30,0
R019697,L01947,C006,2025-06-17,1,0
R019698,L01947,C006,2025-06-23,7,1
R019699,L01947,C006,2025-06-30,14,0
R019700,L01947,C006,2025-07-16,30,1
R019701,L00854,C006,2024-04-26,1,0
R019702,L00854,C006,2024-05-02,7,0
R019703,L00854,C006,2024-05-09,14,1
R019704,L00854,C006,2024-05-25,30,0
R019705,L00096,C005,2025-01-20,1,1
R019706,L00096,C005,2025-01-26,7,1
R019707,L00096,C005,2025-02-02,14,1
R019708,L00096,C005,2025-02-18,30,0
R019709,L03459,C004,2025-12-26,1,1
R019710,L03459,C004,2026-01-01,7,0
R019711,L03459,C004,2026-01-08,14,1
R019712,L03459,C004,2026-01-24,30,0
R019713,L03770,C010,2025-07-27,1,1
R019714,L03770,C010,2025-08-02,7,1
R019715,L03770,C010,2025-08-09,14,1
R019716,L03770,C010,2025-08-25,30,1
R019717,L03904,C005,2024-10-17,1,1
R019718,L03904,C005,2024-10-23,7,1
R019719,L03904,C005,2024-10-30,14,0
R019720,L03904,C005,2024-11-15,30,1
R019721,L00219,C007,2024-08-16,1,0
R019722,L00219,C007,2024-08-22,7,0
R019723,L00219,C007,2024-08-29,14,0
R019724,L00219,C007,2024-09-14,30,0
R019725,L02314,C007,2024-11-09,1,0
R019726,L02314,C007,2024-11-15,7,0
R019727,L02314,C007,2024-11-22,14,0
R019728,L02314,C007,2024-12-08,30,0
R019729,L03316,C007,2025-07-24,1,1
R019730,L03316,C007,2025-07-30,7,0
R019731,L03316,C007,2025-08-06,14,1
R019732,L03316,C007,2025-08-22,30,1
R019733,L01318,C006,2025-04-28,1,0
R019734,L01318,C006,2025-05-04,7,0
R019735,L01318,C006,2025-05-11,14,0
R019736,L01318,C006,2025-05-27,30,0
R019737,L00295,C005,2025-09-17,1,0
R019738,L00295,C005,2025-09-23,7,0
R019739,L00295,C005,2025-09-30,14,0
R019740,L00295,C005,2025-10-16,30,0
R019741,L01717,C005,2025-11-06,1,1
R019742,L01717,C005,2025-11-12,7,1
R019743,L01717,C005,2025-11-19,14,1
R019744,L01717,C005,2025-12-05,30,1
R019745,L03917,C006,2024-03-19,1,0
R019746,L03917,C006,2024-03-25,7,0
R019747,L03917,C006,2024-04-01,14,0
R019748,L03917,C006,2024-04-17,30,0
R019749,L00855,C004,2025-06-13,1,1
R019750,L00855,C004,2025-06-19,7,1
R019751,L00855,C004,2025-06-26,14,1
R019752,L00855,C004,2025-07-12,30,0
R019753,L03776,C001,2025-08-08,1,0
R019754,L03776,C001,2025-08-14,7,0
R019755,L03776,C001,2025-08-21,14,0
R019756,L03776,C001,2025-09-06,30,0
R019757,L02119,C007,2025-08-04,1,1
R019758,L02119,C007,2025-08-10,7,0
R019759,L02119,C007,2025-08-17,14,0
R019760,L02119,C007,2025-09-02,30,1
R019761,L00296,C009,2024-06-10,1,1
R019762,L00296,C009,2024-06-16,7,1
R019763,L00296,C009,2024-06-23,14,1
R019764,L00296,C009,2024-07-09,30,1
R019765,L00022,C007,2024-08-01,1,0
R019766,L00022,C007,2024-08-07,7,0
R019767,L00022,C007,2024-08-14,14,0
R019768,L00022,C007,2024-08-30,30,0
R019769,L00561,C006,2025-05-20,1,1
R019770,L00561,C006,2025-05-26,7,1
R019771,L00561,C006,2025-06-02,14,1
R019772,L00561,C006,2025-06-18,30,1
R019773,L00549,C010,2025-09-28,1,1
R019774,L00549,C010,2025-10-04,7,1
R019775,L00549,C010,2025-10-11,14,1
R019776,L00549,C010,2025-10-27,30,1
R019777,L03200,C006,2024-08-30,1,1
R019778,L03200,C006,2024-09-05,7,1
R019779,L03200,C006,2024-09-12,14,1
R019780,L03200,C006,2024-09-28,30,1
R019781,L03914,C003,2024-07-27,1,0
R019782,L03914,C003,2024-08-02,7,1
R019783,L03914,C003,2024-08-09,14,1
R019784,L03914,C003,2024-08-25,30,1
R019785,L01280,C005,2025-06-07,1,1
R019786,L01280,C005,2025-06-13,7,1
