learner_id,age,age_group,gender,region,device_type,signup_date
L03177,20,18-24,Female,Gauteng,Tablet,2024-02-09
L03178,45,45+,Female,Western Cape,Mobile,2024-11-19
L03179,40,35-44,Male,Western Cape,Mobile,2025-07-12
L03180,25,25-34,Male,KwaZulu-Natal,Mobile,2024-10-31
L03181,18,18-24,Female,Limpopo,Mobile,2024-01-15
L03182,18,18-24,Female,Eastern Cape,Mobile,2024-08-28
L03183,25,25-34,Female,KwaZulu-Natal,Mobile,2025-05-18
L03184,31,25-34,Female,Mpumalanga,Mobile,2025-05-28
L03185,24,18-24,Male,Eastern Cape,Desktop,2024-02-19
L03186,45,45+,Female,KwaZulu-Natal,Mobile,2024-03-29
L03187,18,18-24,Male,Western Cape,Mobile,2025-03-17
L03188,33,25-34,Female,Gauteng,Desktop,2024-03-23
L03189,35,35-44,Female,KwaZulu-Natal,Desktop,2024-05-28
L03190,36,35-44,Female,Mpumalanga,Mobile,2025-04-04
L03191,28,25-34,Male,Gauteng,Desktop,2024-01-22
L03192,28,25-34,Male,KwaZulu-Natal,Mobile,2025-07-23
L03193,29,25-34,Male,Limpopo,Tablet,2024-09-26
L03194,24,18-24,Male,North West,Mobile,2025-07-19
L03195,40,35-44,Female,KwaZulu-Natal,Mobile,2024-05-11
L03196,37,35-44,Female,Mpumalanga,Mobile,2025-04-08
L03197,18,18-24,Female,Gauteng,Desktop,2024-06-30
L03198,28,25-34,Female,Gauteng,Desktop,2024-04-03
L03199,30,25-34,Female,KwaZulu-Natal,Desktop,2025-12-22
L03200,36,35-44,Female,Western Cape,Desktop,2024-06-25
L03201,18,18-24,Female,Western Cape,Mobile,2024-10-07
L03202,26,25-34,Male,KwaZulu-Natal,Mobile,2025-07-17
L03203,18,18-24,Female,Gauteng,Mobile,2024-02-29
L03204,38,35-44,Female,Gauteng,Desktop,2025-04-03
L03205,24,18-24,Male,Eastern Cape,Mobile,2024-03-28
L03206,43,35-44,Male,Western Cape,Desktop,2024-10-23
L03207,24,18-24,Male,Eastern Cape,Desktop,2025-04-17
L03208,28,25-34,Female,Western Cape,Mobile,2025-08-08
L03209,34,25-34,Male,Eastern Cape,Mobile,2025-04-04
L03210,31,25-34,Male,Limpopo,Desktop,2024-10-19
L03211,18,18-24,Female,Northern Cape,Desktop,2025-10-19
L03212,35,35-44,Female,Gauteng,Desktop,2025-01-12
L03213,30,25-34,Female,Gauteng,Desktop,2024-10-31
L03214,25,25-34,Female,Mpumalanga,Mobile,2024-01-31
L03215,28,25-34,Male,Western Cape,Tablet,2024-10-06
L03216,39,35-44,Female,North West,Mobile,2025-11-28
L03217,32,25-34,Male,Gauteng,Mobile,2025-06-16
L03218,33,25-34,Female,Gauteng,Mobile,2024-09-12
L03219,21,18-24,Female,Western Cape,Tablet,2024-12-23
L03220,36,35-44,Male,Limpopo,Desktop,2024-03-15
L03221,18,18-24,Female,KwaZulu-Natal,Tablet,2025-02-09
L03222,30,25-34,Female,KwaZulu-Natal,Mobile,2024-04-02
L03223,20,18-24,Female,Mpumalanga,Mobile,2024-02-18
L03224,31,25-34,Female,Gauteng,Mobile,2025-12-30
L03225,22,18-24,Female,Gauteng,Mobile,2025-06-28
L03226,34,25-34,Male,KwaZulu-Natal,Mobile,2024-09-30
L03227,18,18-24,Male,Free State,Mobile,2025-12-01
L03228,18,18-24,Female,KwaZulu-Natal,Desktop,2025-07-13
L03229,34,25-34,Male,Western Cape,Mobile,2025-12-16
L03230,34,25-34,Male,Western Cape,Desktop,2025-12-24
L03231,24,18-24,Female,Western Cape,Mobile,2025-05-04
L03232,22,18-24,Female,Mpumalanga,Mobile,2025-11-04
L03233,39,35-44,Female,Gauteng,Mobile,2024-11-04
L03234,47,45+,Female,Free State,Mobile,2024-05-28
L03235,23,18-24,Female,Free State,Desktop,2025-03-12
L03236,28,25-34,Male,Gauteng,Tablet,2024-06-14
L03237,20,18-24,Male,Limpopo,Mobile,2024-05-12
L03238,40,35-44,Female,Gauteng,Desktop,2025-06-06
L03239,19,18-24,Female,Gauteng,Mobile,2024-05-22
L03240,21,18-24,Male,North West,Mobile,2025-07-18
L03241,38,35-44,Female,Free State,Desktop,2024-09-09
L03242,28,25-34,Male,KwaZulu-Natal,Mobile,2024-08-24
L03243,32,25-34,Female,Western Cape,Mobile,2025-04-09
L03244,28,25-34,Male,Mpumalanga,Mobile,2025-08-18
L03245,40,35-44,Female,Gauteng,Desktop,2025-11-16
L03246,18,18-24,Female,Eastern Cape,Mobile,2024-10-20
L03247,28,25-34,Male,Gauteng,Mobile,2024-08-09
L03248,43,35-44,Female,Mpumalanga,Mobile,2024-10-07
L03249,23,18-24,Male,Western Cape,Mobile,2024-12-14
L03250,37,35-44,Female,Gauteng,Tablet,2025-08-16
L03251,18,18-24,Male,Eastern Cape,Mobile,2025-12-19
L03252,35,35-44,Male,KwaZulu-Natal,Desktop,2025-01-10
L03253,30,25-34,Male,KwaZulu-Natal,Desktop,2024-10-22
L03254,29,25-34,Female,KwaZulu-Natal,Mobile,2024-05-20
L03255,29,25-34,Male,Mpumalanga,Tablet,2025-11-27
L03256,27,25-34,Male,Western Cape,Desktop,2025-03-15
L03257,20,18-24,Male,Eastern Cape,Desktop,2024-12-05
L03258,36,35-44,Male,Eastern Cape,Tablet,2025-12-12
L03259,28,25-34,Male,Gauteng,Desktop,2024-12-05
L03260,18,18-24,Female,Gauteng,Tablet,2025-09-11
L03261,30,25-34,Male,Gauteng,Mobile,2024-09-04
L03262,38,35-44,Female,Gauteng,Mobile,2024-01-25
L03263,35,35-44,Male,Gauteng,Mobile,2025-11-21
L03264,28,25-34,Male,KwaZulu-Natal,Desktop,2024-10-19
L03265,18,18-24,Male,Limpopo,Desktop,2025-11-05
L03266,24,18-24,Female,Western Cape,Mobile,2024-10-09
L03267,25,25-34,Female,North West,Mobile,2024-02-09
L03268,28,25-34,Female,Gauteng,Desktop,2025-10-02
L03269,35,35-44,Female,Western Cape,Mobile,2025-10-30
L03270,22,18-24,Male,Free State,Mobile,2024-09-05
L03271,19,18-24,Female,Gauteng,Mobile,2025-05-08
L03272,20,18-24,Male,Gauteng,Mobile,2025-09-19
L03273,20,18-24,Male,Gauteng,Mobile,2025-08-22
L03274,25,25-34,Male,Free State,Desktop,2024-12-05
L03275,36,35-44,Female,Limpopo,Desktop,2025-12-03
L03276,23,18-24,Female,KwaZulu-Natal,Desktop,2025-06-04
L03277,28,25-34,Female,KwaZulu-Natal,Mobile,2025-10-14
L03278,18,18-24,Male,Eastern Cape,Mobile,2025-09-14
L03279,24,18-24,Male,Mpumalanga,Tablet,2025-05-25
L03280,40,35-44,Female,Gauteng,Desktop,2025-04-07
L03281,27,25-34,Male,Western Cape,Mobile,2024-10-21
L03282,30,25-34,Male,KwaZulu-Natal,Mobile,2024-03-16
L03283,24,18-24,Female,Eastern Cape,Mobile,2024-01-05
L03284,34,25-34,Female,Gauteng,Mobile,2025-09-15
L03285,43,35-44,Male,Gauteng,Mobile,2025-08-14
L03286,41,35-44,Male,Mpumalanga,Desktop,2025-02-20
L03287,36,35-44,Male,Gauteng,Desktop,2024-01-23
L03288,35,35-44,Female,Western Cape,Mobile,2025-06-20
L03289,18,18-24,Male,KwaZulu-Natal,Desktop,2025-06-01
L03290,40,35-44,Male,Gauteng,Mobile,2025-05-21
L03291,36,35-44,Female,North West,Mobile,2025-01-02
L03292,28,25-34,Male,Eastern Cape,Mobile,2024-11-21
L03293,18,18-24,Male,Gauteng,Mobile,2025-12-20
L03294,40,35-44,Female,Free State,Tablet,2024-04-07
L03295,30,25-34,Male,Gauteng,Desktop,2025-05-21
L03296,29,25-34,Male,KwaZulu-Natal,Mobile,2025-08-29
L03297,20,18-24,Female,Limpopo,Mobile,2025-05-19
L03298,33,25-34,Female,Gauteng,Mobile,2024-02-05
L03299,38,35-44,Male,Western Cape,Mobile,2024-07-25
L03300,24,18-24,Female,Gauteng,Desktop,2025-07-20
L03301,29,25-34,Male,Western Cape,Desktop,2025-03-03
L03302,35,35-44,Male,Free State,Mobile,2025-09-16
L03303,28,25-34,Male,Gauteng,Desktop,2025-07-26
L03304,29,25-34,Female,KwaZulu-Natal,Desktop,2024-05-27
L03305,34,25-34,Male,Eastern Cape,Mobile,2025-05-24
L03306,44,35-44,Female,Limpopo,Mobile,2025-09-15
L03307,40,35-44,Female,Eastern Cape,Mobile,2024-09-08
L03308,24,18-24,Female,Gauteng,Mobile,2024-08-08
L03309,27,25-34,Male,Gauteng,Mobile,2025-01-04
L03310,24,18-24,Female,Mpumalanga,Mobile,2025-11-01
L03311,33,25-34,Female,Gauteng,Desktop,2024-08-15
L03312,23,18-24,Male,Gauteng,Desktop,2024-11-12
L03313,21,18-24,Male,Gauteng,Desktop,2025-02-08
L03314,28,25-34,Female,Gauteng,Desktop,2024-11-12
L03315,43,35-44,Female,Free State,Mobile,2025-06-16
L03316,44,35-44,Female,Western Cape,Desktop,2025-07-07
L03317,21,18-24,Female,Gauteng,Desktop,2025-08-31
L03318,39,35-44,Female,KwaZulu-Natal,Desktop,2025-10-24
L03319,42,35-44,Female,Free State,Desktop,2024-11-23
L03320,26,25-34,Female,Western Cape,Tablet,2024-10-14
L03321,35,35-44,Male,KwaZulu-Natal,Mobile,2025-11-25
L03322,31,25-34,Female,Gauteng,Mobile,2025-08-25
L03323,35,35-44,Male,KwaZulu-Natal,Desktop,2025-01-09
L03324,29,25-34,Female,Eastern Cape,Tablet,2024-06-27
L03325,27,25-34,Female,Gauteng,Mobile,2025-04-15
L03326,25,25-34,Female,Limpopo,Mobile,2025-03-07
L03327,31,25-34,Male,Gauteng,Mobile,2024-09-29
L03328,26,25-34,Male,Eastern Cape,Desktop,2024-10-21
L03329,27,25-34,Male,KwaZulu-Natal,Desktop,2025-01-20
L03330,28,25-34,Male,Gauteng,Mobile,2025-07-24
L03331,18,18-24,Male,Gauteng,Mobile,2025-09-17
L03332,22,18-24,Male,Gauteng,Desktop,2025-10-21
L03333,32,25-34,Female,Gauteng,Tablet,2025-07-01
L03334,34,25-34,Male,Gauteng,Mobile,2024-07-25
L03335,43,35-44,Female,Gauteng,Mobile,2025-09-08
L03336,28,25-34,Male,Gauteng,Desktop,2024-12-06
L03337,30,25-34,Female,Eastern Cape,Desktop,2024-09-01
L03338,18,18-24,Male,Gauteng,Mobile,2024-12-02
L03339,18,18-24,Non-binary,Gauteng,Tablet,2025-06-19
L03340,18,18-24,Male,Western Cape,Mobile,2025-03-08
L03341,31,25-34,Female,KwaZulu-Natal,Mobile,2024-09-30
L03342,31,25-34,Male,Eastern Cape,Desktop,2024-02-24
L03343,22,18-24,Male,KwaZulu-Natal,Desktop,2025-03-28
L03344,38,35-44,Male,Gauteng,Desktop,2025-03-24
L03345,31,25-34,Male,Gauteng,Desktop,2025-12-03
L03346,37,35-44,Female,KwaZulu-Natal,Desktop,2025-12-31
L03347,40,35-44,Male,North West,Tablet,2025-05-13
L03348,19,18-24,Female,Western Cape,Tablet,2024-01-18
L03349,35,35-44,Female,Gauteng,Mobile,2025-06-15
L03350,41,35-44,Female,Gauteng,Desktop,2024-10-08
L03351,29,25-34,Female,Gauteng,Mobile,2025-10-18
L03352,19,18-24,Female,Western Cape,Desktop,2024-10-08
L03353,40,35-44,Male,Free State,Mobile,2025-11-11
L03354,18,18-24,Female,Limpopo,Mobile,2025-03-13
L03355,35,35-44,Female,Gauteng,Mobile,2024-07-25
L03356,29,25-34,Male,Mpumalanga,Desktop,2025-08-15
L03357,18,18-24,Male,Western Cape,Desktop,2024-12-29
L03358,30,25-34,Male,KwaZulu-Natal,Desktop,2025-06-23
L03359,18,18-24,Male,Eastern Cape,Mobile,2024-02-14
L03360,28,25-34,Male,Gauteng,Mobile,2024-11-29
L03361,30,25-34,Female,Western Cape,Mobile,2024-08-17
L03362,18,18-24,Male,Western Cape,Desktop,2024-09-29
L03363,22,18-24,Female,Limpopo,Mobile,2025-08-18
L03364,32,25-34,Female,KwaZulu-Natal,Mobile,2024-04-15
L03365,18,18-24,Male,Gauteng,Tablet,2024-05-16
L03366,26,25-34,Male,Gauteng,Desktop,2025-09-11
L03367,35,35-44,Female,KwaZulu-Natal,Tablet,2025-12-25
L03368,25,25-34,Female,Western Cape,Desktop,2025-06-02
L03369,28,25-34,Male,Limpopo,Mobile,2024-05-19
L03370,41,35-44,Male,Western Cape,Desktop,2024-02-15
L03371,21,18-24,Female,Gauteng,Mobile,2025-05-23
L03372,37,35-44,Female,Mpumalanga,Desktop,2025-09-06
L03373,18,18-24,Female,Mpumalanga,Desktop,2025-03-23
L03374,33,25-34,Female,Mpumalanga,Mobile,2024-10-04
L03375,22,18-24,Male,Eastern Cape,Mobile,2025-10-19
L03376,31,25-34,Male,Mpumalanga,Desktop,2025-06-25
L03377,26,25-34,Male,Gauteng,Mobile,2024-04-02
L03378,36,35-44,Male,Gauteng,Mobile,2024-09-03
L03379,18,18-24,Male,Mpumalanga,Mobile,2024-10-22
L03380,39,35-44,Female,Gauteng,Desktop,2024-09-08
L03381,18,18-24,Female,Gauteng,Mobile,2024-10-12
L03382,24,18-24,Female,Mpumalanga,Desktop,2024-07-22
L03383,27,25-34,Male,Gauteng,Mobile,2025-04-10
L03384,30,25-34,Female,Mpumalanga,Tablet,2024-08-15
L03385,18,18-24,Female,Gauteng,Mobile,2024-02-23
L03386,34,25-34,Male,Gauteng,Mobile,2024-11-04
L03387,37,35-44,Female,Western Cape,Mobile,2025-01-26
L03388,35,35-44,Male,Gauteng,Desktop,2025-03-13
L03389,28,25-34,Female,Northern Cape,Mobile,2025-11-08
L03390,27,25-34,Female,Gauteng,Tablet,2024-06-20
L03391,18,18-24,Male,KwaZulu-Natal,Desktop,2025-04-29
L03392,33,25-34,Female,Gauteng,Desktop,2024-11-28
L03393,24,18-24,Female,KwaZulu-Natal,Mobile,2024-07-04
L03394,25,25-34,Male,Western Cape,Desktop,2025-03-11
L03395,47,45+,Female,Gauteng,Mobile,2025-10-01
L03396,48,45+,Male,Gauteng,Mobile,2024-03-05
L03397,27,25-34,Female,Gauteng,Desktop,2024-12-06
L03398,25,25-34,Male,Gauteng,Mobile,2024-10-20
L03399,29,25-34,Male,Eastern Cape,Mobile,2024-04-06
L03400,23,18-24,Female,Gauteng,Desktop,2025-11-06
L03401,35,35-44,Female,Gauteng,Mobile,2024-04-30
L03402,35,35-44,Male,Gauteng,Desktop,2025-05-22
L03403,32,25-34,Male,Western Cape,Mobile,2024-11-29
L03404,27,25-34,Female,KwaZulu-Natal,Tablet,2025-05-20
L03405,38,35-44,Female,Western Cape,Mobile,2024-06-26
L03406,39,35-44,Female,Mpumalanga,Mobile,2024-06-21
L03407,31,25-34,Male,KwaZulu-Natal,Mobile,2024-09-11
L03408,33,25-34,Male,Western Cape,Tablet,2025-01-21
L03409,42,35-44,Female,Gauteng,Desktop,2025-10-12
L03410,30,25-34,Female,Gauteng,Tablet,2024-05-10
L03411,24,18-24,Female,Gauteng,Desktop,2025-10-04
L03412,35,35-44,Male,Limpopo,Mobile,2024-08-18
L03413,45,45+,Male,Western Cape,Mobile,2024-12-28
L03414,30,25-34,Female,Gauteng,Mobile,2024-11-29
L03415,23,18-24,Male,KwaZulu-Natal,Mobile,2025-06-10
L03416,28,25-34,Male,Western Cape,Mobile,2024-10-17
L03417,18,18-24,Female,Western Cape,Desktop,2024-01-25
L03418,19,18-24,Female,Western Cape,Tablet,2025-06-25
L03419,19,18-24,Male,KwaZulu-Natal,Mobile,2025-05-16
L03420,33,25-34,Male,Gauteng,Tablet,2025-09-23
L03421,18,18-24,Female,Eastern Cape,Mobile,2025-05-02
L03422,34,25-34,Non-binary,Gauteng,Mobile,2025-10-17
L03423,23,18-24,Female,KwaZulu-Natal,Tablet,2025-08-16
L03424,25,25-34,Female,Mpumalanga,Mobile,2025-08-25
L03425,21,18-24,Female,Gauteng,Desktop,2025-08-15
L03426,18,18-24,Male,Limpopo,Mobile,2025-08-13
L03427,34,25-34,Male,Free State,Mobile,2024-11-21
L03428,29,25-34,Male,Eastern Cape,Mobile,2024-11-21
L03429,23,18-24,Male,Eastern Cape,Desktop,2025-10-19
L03430,26,25-34,Female,KwaZulu-Natal,Mobile,2025-01-04
L03431,33,25-34,Female,Mpumalanga,Tablet,2025-04-27
L03432,28,25-34,Male,Gauteng,Mobile,2025-02-19
L03433,37,35-44,Female,KwaZulu-Natal,Desktop,2024-10-15
L03434,28,25-34,Female,North West,Desktop,2024-12-05
L03435,29,25-34,Female,Gauteng,Tablet,2025-08-02
L03436,18,18-24,Female,Gauteng,Mobile,2025-08-21
L03437,37,35-44,Female,Western Cape,Desktop,2024-11-12
L03438,24,18-24,Male,Gauteng,Mobile,2024-07-27
L03439,30,25-34,Male,KwaZulu-Natal,Mobile,2024-10-08
L03440,30,25-34,Female,Limpopo,Mobile,2025-02-02
L03441,31,25-34,Female,Gauteng,Mobile,2024-08-15
L03442,26,25-34,Female,Western Cape,Desktop,2024-04-25
L03443,30,25-34,Female,Gauteng,Desktop,2024-05-04
L03444,28,25-34,Female,Gauteng,Desktop,2025-11-26
L03445,44,35-44,Male,Western Cape,Desktop,2025-06-25
L03446,26,25-34,Female,KwaZulu-Natal,Desktop,2025-09-28
L03447,37,35-44,Non-binary,Gauteng,Mobile,2025-02-06
L03448,30,25-34,Male,Eastern Cape,Mobile,2025-11-12
L03449,18,18-24,Male,Gauteng,Mobile,2024-12-14
L03450,33,25-34,Female,KwaZulu-Natal,Mobile,2024-06-14
L03451,26,25-34,Male,Mpumalanga,Mobile,2024-01-01
L03452,41,35-44,Non-binary,Mpumalanga,Mobile,2024-07-25
L03453,32,25-34,Male,KwaZulu-Natal,Mobile,2025-08-13
L03454,35,35-44,Male,Gauteng,Mobile,2024-03-19
L03455,21,18-24,Female,Mpumalanga,Desktop,2024-04-28
L03456,26,25-34,Female,Eastern Cape,Desktop,2024-07-05
L03457,31,25-34,Male,Eastern Cape,Mobile,2025-11-26
L03458,18,18-24,Non-binary,Mpumalanga,Mobile,2025-11-08
L03459,55,45+,Female,Gauteng,Mobile,2025-12-03
L03460,26,25-34,Female,KwaZulu-Natal,Mobile,2025-01-06
L03461,49,45+,Male,Mpumalanga,Mobile,2025-05-17
L03462,26,25-34,Male,North West,Desktop,2024-09-11
L03463,36,35-44,Male,Gauteng,Mobile,2024-05-29
L03464,25,25-34,Male,Mpumalanga,Desktop,2024-06-10
L03465,19,18-24,Female,Mpumalanga,Desktop,2025-01-27
L03466,28,25-34,Male,KwaZulu-Natal,Tablet,2025-09-29
L03467,23,18-24,Female,Free State,Desktop,2024-11-12
L03468,35,35-44,Female,Western Cape,Desktop,2024-12-15
L03469,30,25-34,Male,Gauteng,Desktop,2025-04-14
L03470,21,18-24,Male,KwaZulu-Natal,Mobile,2024-01-28
L03471,21,18-24,Female,North West,Mobile,2025-07-10
L03472,39,35-44,Female,Free State,Mobile,2025-07-06
L03473,50,45+,Male,Gauteng,Desktop,2025-12-19
L03474,34,25-34,Male,KwaZulu-Natal,Mobile,2025-03-27
L03475,38,35-44,Female,Gauteng,Mobile,2024-07-08
L03476,24,18-24,Male,Gauteng,Mobile,2024-07-18
L03477,34,25-34,Male,Eastern Cape,Mobile,2025-09-26
L03478,22,18-24,Male,Gauteng,Mobile,2025-10-06
L03479,42,35-44,Female,Mpumalanga,Desktop,2025-04-08
L03480,26,25-34,Male,Eastern Cape,Desktop,2025-07-02
L03481,26,25-34,Male,KwaZulu-Natal,Mobile,2024-08-09
L03482,20,18-24,Male,KwaZulu-Natal,Mobile,2024-09-11
L03483,18,18-24,Female,Free State,Mobile,2024-09-29
L03484,33,25-34,Male,Free State,Mobile,2024-03-09
L03485,24,18-24,Female,Gauteng,Mobile,2025-08-05
L03486,18,18-24,Female,KwaZulu-Natal,Mobile,2025-08-09
L03487,39,35-44,Female,KwaZulu-Natal,Desktop,2024-09-23
L03488,32,25-34,Female,Gauteng,Mobile,2025-12-29
L03489,47,45+,Female,Free State,Mobile,2025-05-29
L03490,28,25-34,Female,Gauteng,Mobile,2024-09-30
L03491,30,25-34,Male,Western Cape,Mobile,2024-12-18
L03492,33,25-34,Male,Limpopo,Desktop,2025-06-08
L03493,30,25-34,Male,Western Cape,Desktop,2024-08-13
L03494,26,25-34,Male,Western Cape,Mobile,2025-11-02
L03495,28,25-34,Male,KwaZulu-Natal,Desktop,2025-05-30
L03496,30,25-34,Male,Gauteng,Mobile,2024-11-13
L03497,40,35-44,Male,KwaZulu-Natal,Mobile,2024-04-05
L03498,54,45+,Female,KwaZulu-Natal,Desktop,2024-05-10
L03499,27,25-34,Male,Western Cape,Mobile,2024-04-29
L03500,32,25-34,Male,Gauteng,Mobile,2025-06-16
L03501,27,25-34,Male,KwaZulu-Natal,Mobile,2024-11-17
L03502,27,25-34,Male,Gauteng,Mobile,2024-11-27
L03503,20,18-24,Female,KwaZulu-Natal,Mobile,2024-04-04
L03504,24,18-24,Female,Western Cape,Mobile,2025-11-04
L03505,21,18-24,Male,KwaZulu-Natal,Desktop,2024-06-29
L03506,28,25-34,Male,Eastern Cape,Tablet,2025-08-11
L03507,33,25-34,Female,KwaZulu-Natal,Mobile,2024-05-27
L03508,23,18-24,Male,Gauteng,Desktop,2024-01-27
L03509,36,35-44,Female,Gauteng,Mobile,2024-09-23
L03510,31,25-34,Male,Gauteng,Desktop,2025-01-05
L03511,18,18-24,Male,KwaZulu-Natal,Mobile,2024-01-14
L03512,28,25-34,Female,North West,Mobile,2024-12-14
L03513,26,25-34,Male,Mpumalanga,Mobile,2024-12-16
L03514,41,35-44,Male,Gauteng,Mobile,2025-01-08
L03515,24,18-24,Female,Gauteng,Mobile,2025-08-07
L03516,25,25-34,Male,Eastern Cape,Tablet,2024-12-15
L03517,18,18-24,Male,Gauteng,Mobile,2025-09-10
L03518,36,35-44,Female,Gauteng,Desktop,2025-10-09
L03519,28,25-34,Female,KwaZulu-Natal,Desktop,2025-09-21
L03520,18,18-24,Male,Gauteng,Mobile,2025-03-05
L03521,19,18-24,Male,Western Cape,Mobile,2024-11-07
L03522,28,25-34,Female,Limpopo,Mobile,2025-08-04
L03523,18,18-24,Male,Western Cape,Mobile,2024-02-19
L03524,37,35-44,Male,Western Cape,Mobile,2025-03-05
L03525,28,25-34,Male,Gauteng,Mobile,2025-11-10
L03526,18,18-24,Female,Gauteng,Desktop,2025-06-15
L03527,31,25-34,Male,Gauteng,Desktop,2024-10-20
L03528,52,45+,Male,KwaZulu-Natal,Desktop,2024-02-02
L03529,42,35-44,Male,Gauteng,Mobile,2025-10-04
L03530,35,35-44,Female,Mpumalanga,Desktop,2025-03-21
L03531,29,25-34,Male,Gauteng,Mobile,2024-06-23
L03532,22,18-24,Male,Limpopo,Mobile,2025-03-30
L03533,20,18-24,Female,Eastern Cape,Desktop,2024-09-14
L03534,23,18-24,Male,Northern Cape,Mobile,2025-11-26
L03535,32,25-34,Male,Western Cape,Desktop,2024-12-07
L03536,18,18-24,Female,Eastern Cape,Desktop,2024-10-17
L03537,18,18-24,Female,Gauteng,Mobile,2024-03-07
L03538,26,25-34,Female,Gauteng,Mobile,2025-10-02
L03539,23,18-24,Female,Eastern Cape,Mobile,2024-07-11
L03540,18,18-24,Male,Gauteng,Mobile,2024-04-03
L03541,35,35-44,Female,Gauteng,Mobile,2025-08-04
L03542,22,18-24,Male,Western Cape,Mobile,2025-10-04
L03543,37,35-44,Female,Eastern Cape,Desktop,2025-04-02
L03544,40,35-44,Female,KwaZulu-Natal,Desktop,2024-12-06
L03545,18,18-24,Male,Gauteng,Desktop,2025-01-01
L03546,39,35-44,Male,Limpopo,Mobile,2024-04-14
L03547,39,35-44,Female,Gauteng,Mobile,2024-03-29
L03548,26,25-34,Female,Mpumalanga,Desktop,2024-06-14
L03549,27,25-34,Male,Gauteng,Mobile,2024-06-18
L03550,39,35-44,Male,Mpumalanga,Mobile,2025-10-14
L03551,32,25-34,Male,Western Cape,Desktop,2025-10-20
L03552,27,25-34,Male,KwaZulu-Natal,Desktop,2024-05-03
L03553,18,18-24,Female,Limpopo,Mobile,2025-04-24
L03554,26,25-34,Female,KwaZulu-Natal,Desktop,2025-04-14
L03555,18,18-24,Female,Gauteng,Mobile,2024-01-27
L03556,23,18-24,Female,KwaZulu-Natal,Tablet,2024-08-04
L03557,28,25-34,Male,Eastern Cape,Desktop,2024-08-07
L03558,37,35-44,Male,Free State,Mobile,2025-09-02
L03559,33,25-34,Female,Gauteng,Mobile,2024-01-10
L03560,37,35-44,Male,Western Cape,Mobile,2025-11-14
L03561,37,35-44,Male,Western Cape,Mobile,2024-07-16
L03562,29,25-34,Male,Gauteng,Mobile,2025-03-25
L03563,18,18-24,Male,Gauteng,Mobile,2024-05-24
L03564,47,45+,Female,Western Cape,Mobile,2025-09-12
L03565,27,25-34,Female,Western Cape,Mobile,2025-06-27
L03566,39,35-44,Female,Gauteng,Desktop,2024-05-09
L03567,30,25-34,Female,Gauteng,Desktop,2024-12-31
L03568,42,35-44,Female,Free State,Mobile,2025-07-19
L03569,34,25-34,Male,Gauteng,Mobile,2024-01-01
L03570,29,25-34,Male,Gauteng,Mobile,2024-08-02
L03571,18,18-24,Male,KwaZulu-Natal,Mobile,2025-10-07
L03572,29,25-34,Female,Mpumalanga,Mobile,2024-12-08
L03573,33,25-34,Male,Gauteng,Desktop,2025-08-19
L03574,18,18-24,Male,KwaZulu-Natal,Mobile,2024-09-16
L03575,27,25-34,Female,Free State,Mobile,2024-07-20
L03576,25,25-34,Male,Western Cape,Tablet,2025-11-07
L03577,28,25-34,Female,Eastern Cape,Mobile,2024-09-05
L03578,31,25-34,Male,Gauteng,Mobile,2025-01-31
L03579,18,18-24,Male,Gauteng,Mobile,2024-01-27
L03580,40,35-44,Male,North West,Desktop,2025-04-10
L03581,32,25-34,Male,Free State,Tablet,2024-01-23
L03582,23,18-24,Male,Gauteng,Desktop,2024-11-25
L03583,36,35-44,Female,Mpumalanga,Mobile,2025-04-01
L03584,18,18-24,Female,Eastern Cape,Mobile,2025-09-19
L03585,18,18-24,Female,Gauteng,Tablet,2025-09-27
L03586,26,25-34,Male,Gauteng,Mobile,2024-09-26
L03587,21,18-24,Female,KwaZulu-Natal,Mobile,2025-12-05
L03588,30,25-34,Female,Eastern Cape,Tablet,2025-03-28
L03589,39,35-44,Female,KwaZulu-Natal,Desktop,2025-04-22
L03590,18,18-24,Female,Limpopo,Mobile,2024-04-21
L03591,35,35-44,Female,Gauteng,Desktop,2024-06-23
L03592,39,35-44,Female,KwaZulu-Natal,Desktop,2024-06-30
L03593,37,35-44,Male,KwaZulu-Natal,Desktop,2025-04-25
L03594,25,25-34,Non-binary,Gauteng,Desktop,2024-09-21
L03595,40,35-44,Female,Free State,Desktop,2024-12-09
L03596,49,45+,Male,Gauteng,Tablet,2025-10-08
L03597,39,35-44,Female,KwaZulu-Natal,Desktop,2024-08-24
L03598,38,35-44,Male,Western Cape,Mobile,2024-02-13
L03599,22,18-24,Male,Gauteng,Desktop,2025-04-07
L03600,24,18-24,Female,KwaZulu-Natal,Tablet,2024-07-15
L03601,24,18-24,Male,Gauteng,Mobile,2025-11-22
L03602,24,18-24,Male,Eastern Cape,Tablet,2024-02-28
L03603,20,18-24,Male,KwaZulu-Natal,Mobile,2024-03-11
L03604,32,25-34,Male,KwaZulu-Natal,Mobile,2024-01-13
L03605,28,25-34,Female,Eastern Cape,Desktop,2024-04-11
L03606,25,25-34,Male,Western Cape,Desktop,2024-05-25
L03607,29,25-34,Male,Western Cape,Desktop,2025-05-24
L03608,40,35-44,Male,Western Cape,Mobile,2024-09-28
L03609,19,18-24,Non-binary,Free State,Tablet,2024-08-03
L03610,18,18-24,Female,Western Cape,Desktop,2024-10-08
L03611,33,25-34,Female,Gauteng,Desktop,2024-01-15
